F_PU1,F_PU2,F_PU3,F_PU8,F_V2,L_T1,P_J14,P_J269,P_J280,P_J302,P_J422,S_PU1,S_PU2,S_PU3,S_PU8,S_V2,ATTACK_FLAG
99.07,99.09,0.0,35.01,60.34,1.15,32.03,33.47,2.97,19.07,31.13,1.0,1.0,0.0,1.0,1.0,0
98.69,98.71,0.0,35.21,67.13,1.0,31.44,33.67,2.97,19.13,30.54,1.0,1.0,0.0,1.0,1.0,0
99.1,99.12,0.0,34.83,66.63,0.9,31.25,33.45,2.97,18.97,30.35,1.0,1.0,0.0,1.0,1.0,0
98.55,98.57,0.0,34.62,62.84,0.78,31.9,33.75,2.97,19.19,31.0,1.0,1.0,0.0,1.0,1.0,0
97.99,98.01,0.0,34.68,69.38,0.72,31.43,34.05,2.97,19.75,30.53,1.0,1.0,0.0,1.0,1.0,0
97.38,97.4,0.0,33.97,68.72,0.72,31.8,34.38,2.97,20.15,30.9,1.0,1.0,0.0,1.0,1.0,0
95.16,95.18,0.0,0.0,78.55,0.94,32.5,35.57,2.98,29.96,31.6,1.0,1.0,0.0,0.0,1.0,0
93.55,93.56,0.0,0.0,65.98,1.27,35.07,36.43,2.98,30.9,34.17,1.0,1.0,0.0,0.0,1.0,0
95.12,95.14,0.0,0.0,55.98,1.67,34.93,35.59,2.98,27.47,34.03,1.0,1.0,0.0,0.0,1.0,0
91.18,91.19,0.0,0.0,0.0,2.07,41.03,37.68,2.98,29.51,31.82,1.0,1.0,0.0,0.0,0.0,0
91.58,91.6,0.0,0.0,0.0,2.49,40.9,37.47,2.98,29.72,29.59,1.0,1.0,0.0,0.0,0.0,0
92.55,92.57,0.0,38.4,0.0,2.75,40.31,36.96,2.98,28.21,29.03,1.0,1.0,0.0,1.0,0.0,0
93.01,93.03,0.0,38.23,0.0,3.06,40.12,36.71,2.98,28.15,28.52,1.0,1.0,0.0,1.0,0.0,0
93.17,93.19,0.0,35.81,0.0,3.21,39.8,36.63,2.98,21.81,25.1,1.0,1.0,0.0,1.0,0.0,0
92.07,92.09,0.0,35.69,0.0,3.39,40.47,37.21,2.98,22.48,24.36,1.0,1.0,0.0,1.0,0.0,0
92.32,92.34,0.0,34.66,0.0,3.62,40.41,37.08,2.98,22.76,23.57,1.0,1.0,0.0,1.0,0.0,0
89.15,89.17,0.0,0.0,0.0,3.85,42.67,38.74,2.98,31.3,22.94,1.0,1.0,0.0,0.0,0.0,0
95.12,95.14,0.0,0.0,110.84,4.04,28.78,35.59,2.98,28.78,27.88,1.0,1.0,0.0,0.0,1.0,0
95.12,95.14,0.0,0.0,100.2,3.98,30.35,35.59,2.98,28.94,29.45,1.0,1.0,0.0,0.0,1.0,0
94.2,94.22,0.0,0.0,82.19,4.0,33.4,36.08,2.98,31.93,32.5,1.0,1.0,0.0,0.0,1.0,0
94.14,94.16,0.0,38.13,77.77,4.07,33.78,36.11,2.98,28.25,32.88,1.0,1.0,0.0,1.0,1.0,0
95.67,95.69,0.0,35.93,88.37,3.98,31.5,35.3,2.98,21.5,30.6,1.0,1.0,0.0,1.0,1.0,0
95.48,95.5,0.0,35.41,86.76,3.81,31.77,35.4,2.98,21.61,30.87,1.0,1.0,0.0,1.0,1.0,0
95.99,96.01,0.0,35.27,82.9,3.67,31.94,35.12,2.98,21.36,31.04,1.0,1.0,0.0,1.0,1.0,0
97.18,97.2,0.0,35.36,81.83,3.5,31.35,34.49,2.97,20.84,30.45,1.0,1.0,0.0,1.0,1.0,0
96.16,96.18,0.0,35.21,85.86,3.27,31.34,35.04,2.98,21.35,30.44,1.0,1.0,0.0,1.0,1.0,0
95.72,95.74,0.0,0.0,88.16,3.17,31.35,35.27,2.98,28.0,30.45,1.0,1.0,0.0,0.0,1.0,0
95.84,95.86,0.0,0.0,87.65,3.19,31.38,35.21,2.98,28.06,30.48,1.0,1.0,0.0,0.0,1.0,0
95.08,95.1,0.0,0.0,90.0,3.2,31.46,35.61,2.98,28.5,30.56,1.0,1.0,0.0,0.0,1.0,0
94.15,94.17,0.0,0.0,87.39,3.31,32.57,36.11,2.98,31.54,31.67,1.0,1.0,0.0,0.0,1.0,0
93.42,93.44,0.0,37.25,67.7,3.55,35.19,36.5,2.98,28.41,34.29,1.0,1.0,0.0,1.0,1.0,0
93.91,93.93,0.0,34.91,79.54,3.68,33.44,36.23,2.98,22.55,32.54,1.0,1.0,0.0,1.0,1.0,0
89.81,89.83,0.0,35.49,0.0,3.91,41.91,38.4,2.98,23.92,29.64,1.0,1.0,0.0,1.0,0.0,0
89.75,89.77,0.0,35.52,0.0,4.22,42.03,38.43,2.98,24.3,30.85,1.0,1.0,0.0,1.0,0.0,0
110.32,0.0,0.0,0.0,0.0,4.57,39.86,27.28,2.99,32.9,30.85,1.0,0.0,0.0,0.0,0.0,0
111.08,0.0,0.0,0.0,0.0,4.81,39.55,26.85,2.99,32.75,28.81,1.0,0.0,0.0,0.0,0.0,0
111.7,0.0,0.0,0.0,0.0,4.88,39.12,26.5,2.99,29.58,28.28,1.0,0.0,0.0,0.0,0.0,0
112.09,0.0,0.0,0.0,0.0,4.91,39.0,26.28,2.99,29.46,27.76,1.0,0.0,0.0,0.0,0.0,0
112.3,0.0,0.0,36.27,0.0,4.78,38.73,26.16,2.99,22.64,24.28,1.0,0.0,0.0,1.0,0.0,0
113.01,0.0,0.0,35.93,0.0,4.66,38.37,25.76,2.99,22.29,23.43,1.0,0.0,0.0,1.0,0.0,0
112.62,0.0,0.0,35.94,0.0,4.49,38.49,25.98,2.99,22.42,22.66,1.0,0.0,0.0,1.0,0.0,0
117.21,0.0,0.0,35.1,97.31,4.18,28.1,23.36,2.99,20.41,27.2,1.0,0.0,0.0,1.0,1.0,0
118.35,0.0,0.0,34.41,91.88,3.73,28.11,22.7,2.99,19.94,27.21,1.0,0.0,0.0,1.0,1.0,0
117.3,0.0,0.0,36.73,88.28,3.28,29.29,23.31,2.99,25.98,28.39,1.0,0.0,0.0,1.0,1.0,0
116.29,0.0,0.0,0.0,89.75,3.05,29.83,23.89,2.99,29.92,28.93,1.0,0.0,0.0,0.0,1.0,0
117.68,0.0,0.0,0.0,82.1,2.79,29.8,23.08,2.99,26.34,28.9,1.0,0.0,0.0,0.0,1.0,0
118.22,0.0,0.0,0.0,78.06,2.49,29.93,22.78,2.99,25.98,29.03,1.0,0.0,0.0,0.0,1.0,0
119.54,0.0,0.0,35.36,53.12,2.16,31.5,22.01,2.99,18.69,30.6,1.0,0.0,0.0,1.0,1.0,0
121.89,0.0,0.0,34.96,54.69,1.78,29.95,20.65,2.99,17.16,29.05,1.0,0.0,0.0,1.0,1.0,0
122.32,0.0,0.0,34.83,59.53,1.3,29.18,20.4,2.99,16.88,28.28,1.0,0.0,0.0,1.0,1.0,0
99.19,99.21,0.0,35.38,80.21,0.93,29.6,33.4,2.97,18.67,28.7,1.0,1.0,0.0,1.0,1.0,0
98.42,98.44,0.0,34.5,83.19,0.78,29.59,33.82,2.97,19.28,28.69,1.0,1.0,0.0,1.0,1.0,0
97.82,97.84,0.0,34.16,85.18,0.7,29.61,34.14,2.97,19.89,28.71,1.0,1.0,0.0,1.0,1.0,0
97.54,97.56,0.0,33.86,85.81,0.69,29.67,34.29,2.97,20.15,28.77,1.0,1.0,0.0,1.0,1.0,0
96.5,96.52,0.0,0.0,83.45,0.72,30.76,34.85,2.98,26.82,29.86,1.0,1.0,0.0,0.0,1.0,0
95.18,95.2,0.0,0.0,87.14,1.0,31.41,35.56,2.98,29.92,30.51,1.0,1.0,0.0,0.0,1.0,0
93.74,93.76,0.0,0.0,71.21,1.38,34.38,36.33,2.98,30.83,33.48,1.0,1.0,0.0,0.0,1.0,0
93.7,93.72,0.0,0.0,68.08,1.76,34.84,36.35,2.98,31.05,33.94,1.0,1.0,0.0,0.0,1.0,0
95.73,95.75,0.0,0.0,75.23,1.96,32.56,35.27,2.98,27.38,31.66,1.0,1.0,0.0,0.0,1.0,0
95.57,95.59,0.0,0.0,74.63,2.11,32.78,35.35,2.98,27.7,31.88,1.0,1.0,0.0,0.0,1.0,0
89.35,89.36,0.0,0.0,0.0,2.35,42.59,38.64,2.98,33.65,31.73,1.0,1.0,0.0,0.0,0.0,0
92.6,92.62,0.0,38.25,0.0,2.77,40.29,36.93,2.98,28.22,29.65,1.0,1.0,0.0,1.0,0.0,0
93.75,93.77,0.0,35.96,0.0,2.98,39.42,36.32,2.98,21.42,29.13,1.0,1.0,0.0,1.0,0.0,0
92.24,92.26,0.0,36.02,0.0,3.15,40.3,37.12,2.98,22.15,25.66,1.0,1.0,0.0,1.0,0.0,0
93.93,93.95,0.0,35.5,0.0,3.38,39.45,36.23,2.98,21.58,24.82,1.0,1.0,0.0,1.0,0.0,0
92.4,92.42,0.0,35.68,0.0,3.5,40.32,37.03,2.98,22.44,23.99,1.0,1.0,0.0,1.0,0.0,0
92.95,92.96,0.0,35.78,0.0,3.7,40.08,36.75,2.98,22.22,23.19,1.0,1.0,0.0,1.0,0.0,0
91.08,91.1,0.0,0.0,0.0,3.86,41.51,37.73,2.98,30.22,22.39,1.0,1.0,0.0,0.0,0.0,0
96.49,96.51,0.0,0.0,106.39,3.77,28.63,34.86,2.98,28.0,27.73,1.0,1.0,0.0,0.0,1.0,0
96.23,96.25,0.0,0.0,96.51,3.64,30.18,35.0,2.98,28.08,29.28,1.0,1.0,0.0,0.0,1.0,0
96.53,96.55,0.0,36.12,92.18,3.53,30.36,34.84,2.98,20.88,29.46,1.0,1.0,0.0,1.0,1.0,0
96.74,96.76,0.0,35.77,89.14,3.33,30.59,34.72,2.98,20.72,29.69,1.0,1.0,0.0,1.0,1.0,0
96.97,96.99,0.0,35.51,86.05,3.13,30.81,34.6,2.98,20.65,29.91,1.0,1.0,0.0,1.0,1.0,0
97.22,97.24,0.0,35.11,88.74,2.94,30.26,34.47,2.97,20.6,29.36,1.0,1.0,0.0,1.0,1.0,0
96.91,96.93,0.0,35.27,89.41,2.75,30.29,34.63,2.98,20.88,29.39,1.0,1.0,0.0,1.0,1.0,0
97.02,97.04,0.0,34.51,88.37,2.59,30.31,34.57,2.98,20.77,29.41,1.0,1.0,0.0,1.0,1.0,0
96.38,96.39,0.0,34.34,90.08,2.45,30.39,34.92,2.98,21.22,29.49,1.0,1.0,0.0,1.0,1.0,0
95.62,95.64,0.0,0.0,92.82,2.5,30.55,35.32,2.98,27.84,29.65,1.0,1.0,0.0,0.0,1.0,0
94.11,94.13,0.0,0.0,90.97,2.62,31.95,36.13,2.98,31.16,31.05,1.0,1.0,0.0,0.0,1.0,0
93.7,93.71,0.0,0.0,72.74,2.9,34.57,36.35,2.98,31.59,33.67,1.0,1.0,0.0,0.0,1.0,0
93.31,93.32,0.0,0.0,70.61,3.19,35.13,36.56,2.98,31.91,34.23,1.0,1.0,0.0,0.0,1.0,0
94.28,94.3,0.0,0.0,80.61,3.4,33.17,36.04,2.98,28.65,32.27,1.0,1.0,0.0,0.0,1.0,0
95.56,95.58,0.0,35.06,74.11,3.46,33.18,35.36,2.98,21.68,32.28,1.0,1.0,0.0,1.0,1.0,0
96.11,96.13,0.0,35.55,70.44,3.37,33.29,35.06,2.98,21.31,32.39,1.0,1.0,0.0,1.0,1.0,1
93.07,93.09,0.0,35.91,0.0,3.32,39.9,36.68,2.98,22.09,39.0,1.0,1.0,0.0,1.0,1.0,1
95.01,95.03,0.0,36.03,51.76,3.44,35.78,35.65,2.98,21.61,34.88,1.0,1.0,0.0,1.0,1.0,1
95.61,95.63,0.0,35.1,75.1,3.38,33.02,35.33,2.98,21.84,32.12,1.0,1.0,0.0,1.0,1.0,1
95.8,95.82,0.0,36.88,76.02,3.41,32.93,35.23,2.98,27.5,32.03,1.0,1.0,0.0,1.0,1.0,1
95.37,95.39,0.0,0.0,78.26,3.47,32.9,35.46,2.98,28.21,32.0,1.0,1.0,0.0,0.0,1.0,1
95.71,95.73,0.0,0.0,77.75,3.5,32.81,35.27,2.98,28.15,31.91,1.0,1.0,0.0,0.0,1.0,1
94.99,95.01,0.0,0.0,80.85,3.5,32.79,35.66,2.98,28.48,31.89,1.0,1.0,0.0,0.0,1.0,1
95.51,95.53,0.0,35.81,72.8,3.54,33.39,35.38,2.98,21.68,32.49,1.0,1.0,0.0,1.0,1.0,1
91.39,91.41,0.0,36.28,0.0,3.58,40.91,37.57,2.98,22.86,40.01,1.0,1.0,0.0,1.0,1.0,1
94.19,94.2,0.0,35.57,52.37,3.71,36.22,36.09,2.98,22.23,35.32,1.0,1.0,0.0,1.0,1.0,1
94.74,94.76,0.0,36.01,52.26,3.74,35.99,35.79,2.98,21.81,35.09,1.0,1.0,0.0,1.0,1.0,1
94.9,94.92,0.0,36.0,51.99,3.72,35.93,35.71,2.98,21.6,35.03,1.0,1.0,0.0,1.0,1.0,1
95.32,95.33,0.0,35.79,52.57,3.68,35.66,35.49,2.98,21.5,34.76,1.0,1.0,0.0,1.0,1.0,1
96.02,96.04,0.0,35.47,74.57,3.52,32.9,35.11,2.98,21.29,32.0,1.0,1.0,0.0,1.0,1.0,1
95.98,96.0,0.0,35.17,75.3,3.37,32.79,35.13,2.98,21.34,31.89,1.0,1.0,0.0,1.0,1.0,1
95.41,95.43,0.0,0.0,78.75,3.36,32.78,35.44,2.98,28.28,31.88,1.0,1.0,0.0,0.0,1.0,1
95.37,95.39,0.0,0.0,79.51,3.4,32.73,35.46,2.98,28.39,31.83,1.0,1.0,0.0,0.0,1.0,1
94.41,94.43,0.0,0.0,78.14,3.45,33.42,35.97,2.98,28.81,32.52,1.0,1.0,0.0,0.0,1.0,1
92.63,92.65,0.0,0.0,83.9,3.68,34.06,36.92,2.98,32.34,33.16,1.0,1.0,0.0,0.0,1.0,1
89.2,89.21,0.0,35.83,0.0,4.1,42.32,38.72,2.98,24.31,41.42,1.0,1.0,0.0,1.0,1.0,1
91.86,91.88,0.0,35.28,51.47,4.42,37.77,37.32,2.98,23.59,36.87,1.0,1.0,0.0,1.0,1.0,1
112.67,0.0,0.0,36.58,49.48,4.44,36.03,25.95,2.99,28.73,35.13,1.0,0.0,0.0,1.0,1.0,1
111.23,0.0,0.0,0.0,0.0,4.42,39.37,26.76,2.99,32.51,38.47,1.0,0.0,0.0,0.0,1.0,1
111.46,0.0,0.0,0.0,0.0,4.56,39.11,26.64,2.99,29.52,38.21,1.0,0.0,0.0,0.0,1.0,1
115.02,0.0,0.0,0.0,51.78,4.45,34.71,24.61,2.99,28.07,33.81,1.0,0.0,0.0,0.0,1.0,1
115.5,0.0,0.0,0.0,68.49,4.16,32.79,24.34,2.99,27.9,31.89,1.0,0.0,0.0,0.0,1.0,1
116.35,0.0,0.0,35.43,64.39,3.84,32.48,23.85,2.99,20.74,31.58,1.0,0.0,0.0,1.0,1.0,1
117.18,0.0,0.0,34.03,62.67,3.49,32.15,23.38,2.99,20.6,31.25,1.0,0.0,0.0,1.0,1.0,1
116.56,0.0,0.0,35.07,66.02,3.13,32.07,23.73,2.99,20.6,31.17,1.0,0.0,0.0,1.0,1.0,1
118.09,0.0,0.0,34.81,61.05,2.82,31.68,22.85,2.99,19.68,30.78,1.0,0.0,0.0,1.0,1.0,1
118.36,0.0,0.0,34.44,54.46,2.48,32.1,22.7,2.99,19.84,31.2,1.0,0.0,0.0,1.0,1.0,1
116.71,0.0,0.0,0.0,63.89,2.16,32.33,23.64,2.99,29.53,31.43,1.0,0.0,0.0,0.0,1.0,1
116.62,0.0,0.0,0.0,62.87,2.1,32.44,23.7,2.99,29.52,31.54,1.0,0.0,0.0,0.0,1.0,1
117.22,0.0,0.0,0.0,41.51,2.05,33.85,23.35,2.99,26.44,32.95,1.0,0.0,0.0,0.0,1.0,1
117.82,0.0,0.0,0.0,50.16,1.88,32.83,23.0,2.99,26.09,31.93,1.0,0.0,0.0,0.0,1.0,1
119.62,0.0,0.0,34.92,37.76,1.67,32.59,21.97,2.99,18.51,31.69,1.0,0.0,0.0,1.0,1.0,1
120.93,0.0,0.0,34.99,45.68,1.31,31.21,21.21,2.99,17.76,30.31,1.0,0.0,0.0,1.0,1.0,1
98.92,98.94,0.0,35.12,63.93,0.93,31.65,33.55,2.97,18.89,30.75,1.0,1.0,0.0,1.0,1.0,1
98.11,98.13,0.0,35.13,68.14,0.82,31.55,33.99,2.97,19.36,30.65,1.0,1.0,0.0,1.0,1.0,1
90.67,90.69,0.0,35.87,0.0,4.11,41.46,37.94,2.98,23.43,24.04,1.0,1.0,0.0,1.0,0.0,1
91.16,91.18,0.0,35.63,0.0,4.36,41.27,37.69,2.98,23.53,23.42,1.0,1.0,0.0,1.0,0.0,0
115.49,0.0,0.0,0.0,103.62,4.51,28.45,24.34,2.99,28.03,27.55,1.0,0.0,0.0,0.0,1.0,0
113.63,0.0,0.0,0.0,78.33,4.25,32.72,25.4,2.99,29.06,31.82,1.0,0.0,0.0,0.0,1.0,0
113.11,0.0,0.0,0.0,94.81,4.21,31.09,25.7,2.99,31.59,30.19,1.0,0.0,0.0,0.0,1.0,0
113.11,0.0,0.0,0.0,92.23,4.13,31.39,25.7,2.99,31.56,30.49,1.0,0.0,0.0,0.0,1.0,0
115.02,0.0,0.0,0.0,83.76,4.05,31.29,24.61,2.99,28.07,30.39,1.0,0.0,0.0,0.0,1.0,0
116.79,0.0,0.0,35.26,55.93,3.78,33.04,23.6,2.99,20.4,32.14,1.0,0.0,0.0,1.0,1.0,0
117.57,0.0,0.0,34.6,66.87,3.4,31.47,23.15,2.99,20.16,30.57,1.0,0.0,0.0,1.0,1.0,0
119.27,0.0,0.0,34.92,57.29,3.02,31.41,22.17,2.99,19.16,30.51,1.0,0.0,0.0,1.0,1.0,0
119.08,0.0,0.0,34.25,57.12,2.59,31.46,22.28,2.99,19.27,30.56,1.0,0.0,0.0,1.0,1.0,0
119.58,0.0,0.0,34.26,61.74,2.18,30.67,21.99,2.99,19.07,29.77,1.0,0.0,0.0,1.0,1.0,0
118.18,0.0,0.0,0.0,70.97,1.83,30.81,22.8,2.99,28.78,29.91,1.0,0.0,0.0,0.0,1.0,0
119.97,0.0,0.0,0.0,63.37,1.65,30.42,21.77,2.99,24.96,29.52,1.0,0.0,0.0,0.0,1.0,0
119.1,0.0,0.0,0.0,67.83,1.33,30.37,22.27,2.99,25.31,29.47,1.0,0.0,0.0,0.0,1.0,0
119.1,0.0,0.0,0.0,65.05,1.09,30.6,22.27,2.99,25.29,29.7,1.0,0.0,0.0,0.0,1.0,0
98.37,98.39,0.0,35.02,71.82,0.97,31.07,33.85,2.97,19.35,30.17,1.0,1.0,0.0,1.0,1.0,0
98.3,98.32,0.0,34.88,70.37,0.89,31.24,33.88,2.97,19.43,30.34,1.0,1.0,0.0,1.0,1.0,0
97.38,97.4,0.0,34.71,53.71,0.9,33.41,34.38,2.97,19.7,32.51,1.0,1.0,0.0,1.0,1.0,0
98.42,98.44,0.0,35.2,64.44,0.9,31.83,33.82,2.97,19.04,30.93,1.0,1.0,0.0,1.0,1.0,0
98.47,98.49,0.0,34.78,63.07,0.84,31.93,33.79,2.97,19.06,31.03,1.0,1.0,0.0,1.0,1.0,0
98.58,98.6,0.0,34.59,61.5,0.78,32.02,33.73,2.97,19.03,31.12,1.0,1.0,0.0,1.0,1.0,0
98.74,98.76,0.0,34.99,66.02,0.71,31.43,33.65,2.97,18.85,30.53,1.0,1.0,0.0,1.0,1.0,0
98.44,98.46,0.0,34.71,68.38,0.63,31.29,33.81,2.97,19.07,30.39,1.0,1.0,0.0,1.0,1.0,0
96.97,96.99,0.0,34.77,84.43,3.1,31.02,34.6,2.98,20.99,30.12,1.0,1.0,0.0,1.0,1.0,0
95.33,95.35,0.0,0.0,90.97,2.95,31.1,35.48,2.98,28.2,30.2,1.0,1.0,0.0,0.0,1.0,0
95.24,95.26,0.0,0.0,90.88,3.03,31.19,35.52,2.98,28.27,30.29,1.0,1.0,0.0,0.0,1.0,0
93.91,93.93,0.0,0.0,88.17,3.13,32.57,36.24,2.98,31.52,31.67,1.0,1.0,0.0,0.0,1.0,0
92.17,92.19,0.0,0.0,72.78,3.43,35.65,37.16,2.98,32.48,34.75,1.0,1.0,0.0,0.0,1.0,0
92.9,92.92,0.0,0.0,85.03,3.76,33.76,36.77,2.98,32.27,32.86,1.0,1.0,0.0,0.0,1.0,0
87.43,87.45,0.0,0.0,0.0,4.24,43.78,39.64,2.98,32.12,29.57,1.0,1.0,0.0,0.0,0.0,0
112.02,0.0,0.0,35.78,0.0,4.5,38.75,26.31,2.99,22.58,30.81,1.0,0.0,0.0,1.0,0.0,0
111.83,0.0,0.0,36.3,0.0,4.43,38.8,26.42,2.99,22.81,28.93,1.0,0.0,0.0,1.0,0.0,0
112.94,0.0,0.0,36.24,0.0,4.39,38.32,25.8,2.99,22.34,28.39,1.0,0.0,0.0,1.0,0.0,0
113.82,0.0,0.0,35.36,0.0,4.27,37.89,25.3,2.99,22.02,27.9,1.0,0.0,0.0,1.0,0.0,0
113.04,0.0,0.0,37.22,0.0,4.18,38.32,25.74,2.99,28.23,24.39,1.0,0.0,0.0,1.0,0.0,0
112.39,0.0,0.0,0.0,0.0,4.17,38.58,26.11,2.99,29.08,23.66,1.0,0.0,0.0,0.0,0.0,0
112.7,0.0,0.0,0.0,0.0,4.24,38.48,25.93,2.99,29.01,22.93,1.0,0.0,0.0,0.0,0.0,0
117.09,0.0,0.0,0.0,98.02,4.08,28.24,23.42,2.99,26.99,27.34,1.0,0.0,0.0,0.0,1.0,0
116.75,0.0,0.0,0.0,98.2,3.69,28.38,23.62,2.99,27.15,27.48,1.0,0.0,0.0,0.0,1.0,0
117.54,0.0,0.0,36.98,86.45,3.34,29.39,23.17,2.99,25.82,28.49,1.0,0.0,0.0,1.0,1.0,0
119.19,0.0,0.0,34.45,77.65,2.94,29.28,22.21,2.99,19.02,28.38,1.0,0.0,0.0,1.0,1.0,0
118.19,0.0,0.0,34.67,61.67,2.51,31.5,22.79,2.99,19.5,30.6,1.0,0.0,0.0,1.0,1.0,0
118.41,0.0,0.0,34.19,57.08,2.17,31.76,22.67,2.99,19.43,30.86,1.0,0.0,0.0,1.0,1.0,0
121.11,0.0,0.0,34.34,61.01,1.8,29.81,21.1,2.99,17.85,28.91,1.0,0.0,0.0,1.0,1.0,0
121.86,0.0,0.0,34.27,55.79,1.37,29.81,20.66,2.99,17.34,28.91,1.0,0.0,0.0,1.0,1.0,0
120.78,0.0,0.0,0.0,66.42,1.01,29.54,21.3,2.99,24.37,28.64,1.0,0.0,0.0,0.0,1.0,0
98.7,98.72,0.0,0.0,81.5,0.91,29.83,33.67,2.97,25.68,28.93,1.0,1.0,0.0,0.0,1.0,0
97.16,0.0,97.16,35.17,88.07,2.89,30.38,34.5,2.97,20.94,29.48,1.0,0.0,1.0,1.0,1.0,1
96.27,0.0,96.27,34.72,90.68,2.71,30.45,34.98,2.98,21.25,29.55,1.0,0.0,1.0,1.0,1.0,1
95.17,0.0,95.17,0.0,95.47,2.69,30.69,35.56,2.98,30.76,29.79,1.0,0.0,1.0,0.0,1.0,1
94.35,0.0,94.35,0.0,90.42,2.89,31.94,36.0,2.98,31.21,31.04,1.0,0.0,1.0,0.0,1.0,1
93.69,0.0,93.69,0.0,70.64,3.14,34.63,36.35,2.98,28.84,33.73,1.0,0.0,1.0,0.0,1.0,1
93.39,0.0,93.39,0.0,85.56,3.34,33.06,36.51,2.98,29.08,32.16,1.0,0.0,1.0,0.0,1.0,1
93.17,0.0,93.17,0.0,85.94,3.56,33.44,36.63,2.98,32.06,32.54,1.0,0.0,1.0,0.0,1.0,1
115.26,0.0,0.0,37.45,50.59,3.59,34.47,24.48,2.99,27.12,33.57,1.0,0.0,0.0,1.0,1.0,1
114.43,0.0,0.0,35.79,0.0,3.52,37.37,24.95,2.99,21.11,29.93,1.0,0.0,0.0,1.0,0.0,0
114.84,0.0,0.0,35.65,0.0,3.38,37.15,24.72,2.99,21.02,29.41,1.0,0.0,0.0,1.0,0.0,0
114.43,0.0,0.0,35.3,0.0,3.22,37.28,24.95,2.99,21.25,28.89,1.0,0.0,0.0,1.0,0.0,0
114.76,0.0,0.0,34.79,0.0,3.12,37.11,24.76,2.99,21.3,25.33,1.0,0.0,0.0,1.0,0.0,0
114.89,0.0,0.0,34.34,0.0,3.0,37.02,24.69,2.99,21.27,24.76,1.0,0.0,0.0,1.0,0.0,0
114.46,0.0,0.0,0.0,0.0,3.01,37.31,24.93,2.99,27.9,23.87,1.0,0.0,0.0,0.0,0.0,0
113.85,0.0,0.0,0.0,0.0,3.05,37.58,25.28,2.99,28.14,23.06,1.0,0.0,0.0,0.0,0.0,0
118.12,0.0,0.0,0.0,95.16,3.14,27.92,22.83,2.99,26.31,27.02,1.0,0.0,0.0,0.0,1.0,0
117.71,0.0,0.0,37.22,87.38,2.84,29.1,23.07,2.99,25.6,28.2,1.0,0.0,0.0,1.0,1.0,0
118.47,0.0,0.0,36.74,82.52,2.52,29.23,22.63,2.99,25.2,28.33,1.0,0.0,0.0,1.0,1.0,0
119.88,0.0,0.0,34.63,74.39,2.11,29.14,21.82,2.99,18.53,28.24,1.0,0.0,0.0,1.0,1.0,0
120.59,0.0,0.0,34.09,52.74,1.72,30.87,21.4,2.99,18.15,29.97,1.0,0.0,0.0,1.0,1.0,0
120.98,0.0,0.0,34.17,64.0,1.32,29.51,21.18,2.99,17.87,28.61,1.0,0.0,0.0,1.0,1.0,0
99.17,99.19,0.0,34.96,76.46,0.92,30.07,33.41,2.97,18.76,29.17,1.0,1.0,0.0,1.0,1.0,0
99.95,99.97,0.0,34.54,76.58,0.78,29.58,32.99,2.97,18.45,28.68,1.0,1.0,0.0,1.0,1.0,0
99.45,99.47,0.0,34.51,78.83,0.59,29.52,33.26,2.97,18.68,28.62,1.0,1.0,0.0,1.0,1.0,0
99.25,99.27,0.0,0.0,80.71,0.52,29.5,33.37,2.97,25.31,28.6,1.0,1.0,0.0,0.0,1.0,0
98.01,98.03,0.0,0.0,85.64,0.52,29.51,34.04,2.97,25.83,28.61,1.0,1.0,0.0,0.0,1.0,0
97.58,97.6,0.0,0.0,87.34,0.63,29.57,34.27,2.97,26.14,28.67,1.0,1.0,0.0,0.0,1.0,0
96.93,96.95,0.0,0.0,82.64,0.76,30.6,34.62,2.98,26.55,29.7,1.0,1.0,0.0,0.0,1.0,0
96.19,96.21,0.0,36.05,83.1,0.9,30.99,35.02,2.98,26.07,30.09,1.0,1.0,0.0,1.0,1.0,0
96.08,96.1,0.0,35.57,63.66,1.14,33.39,35.08,2.98,26.33,32.49,1.0,1.0,0.0,1.0,1.0,0
95.67,95.69,0.0,34.02,60.6,1.28,33.78,35.3,2.98,20.74,32.88,1.0,1.0,0.0,1.0,1.0,0
95.7,95.72,0.0,0.0,76.5,1.43,32.27,35.28,2.98,27.07,31.37,1.0,1.0,0.0,0.0,1.0,0
97.0,97.02,0.0,0.0,70.56,1.63,32.28,34.59,2.98,26.71,31.38,1.0,1.0,0.0,0.0,1.0,0
97.38,97.39,0.0,0.0,68.0,1.73,32.41,34.38,2.97,26.63,31.51,1.0,1.0,0.0,0.0,1.0,0
97.18,97.2,0.0,0.0,67.64,1.79,32.58,34.49,2.97,26.8,31.68,1.0,1.0,0.0,0.0,1.0,0
97.65,97.67,0.0,35.01,69.08,1.73,32.05,34.24,2.97,20.19,31.15,1.0,1.0,0.0,1.0,1.0,0
97.68,97.7,0.0,37.09,70.77,1.75,31.94,34.22,2.97,25.79,31.04,1.0,1.0,0.0,1.0,1.0,0
97.21,97.23,0.0,34.95,64.75,1.69,32.71,34.47,2.97,19.97,31.81,1.0,1.0,0.0,1.0,1.0,0
97.48,97.5,0.0,34.84,69.12,1.65,32.08,34.32,2.97,19.9,31.18,1.0,1.0,0.0,1.0,1.0,0
