F_PU10,F_PU11,L_T6,L_T7,P_J307,P_J317,S_PU10,S_PU11,ATTACK_FLAG
30.19,0.0,5.5,2.91,19.0,68.39,1.0,0.0,1
29.51,0.0,5.5,2.98,19.24,70.8,1.0,0.0,1
29.62,0.0,5.5,3.52,18.96,70.16,1.0,0.0,1
29.91,0.0,5.5,3.86,18.22,68.5,1.0,0.0,1
31.66,0.0,5.5,3.88,25.0,69.46,1.0,0.0,1
31.44,0.0,5.5,3.82,24.96,70.18,1.0,0.0,1
31.76,0.0,5.5,3.95,25.1,69.2,1.0,0.0,1
30.05,0.0,5.5,3.7,18.99,68.81,1.0,0.0,1
29.18,0.0,5.5,3.7,19.5,72.1,1.0,0.0,1
28.98,0.0,5.5,4.36,19.77,72.95,1.0,0.0,1
0.0,0.0,5.38,4.24,25.43,59.29,0.0,0.0,1
0.0,0.0,5.07,2.87,25.68,58.67,0.0,0.0,1
31.7,0.0,5.19,2.97,26.64,70.96,1.0,0.0,1
30.56,0.0,5.5,3.82,27.05,75.23,1.0,0.0,1
0.0,0.0,5.5,4.8,29.97,60.09,0.0,0.0,1
0.0,0.0,5.2,3.46,30.15,58.01,0.0,0.0,1
32.48,0.0,5.01,2.46,26.86,68.41,1.0,0.0,1
30.85,0.0,5.23,2.69,20.14,67.36,1.0,0.0,1
30.87,0.0,5.4,2.76,19.77,66.92,1.0,0.0,1
30.01,0.0,5.5,2.63,20.06,70.03,1.0,0.0,1
30.41,0.0,5.5,3.07,19.99,68.64,1.0,0.0,1
30.06,0.0,5.5,3.13,20.18,69.98,1.0,0.0,1
29.87,0.0,5.5,3.47,20.4,70.81,1.0,0.0,1
29.63,0.0,5.5,3.91,20.39,71.55,1.0,0.0,1
31.01,0.0,5.5,4.51,26.84,73.53,1.0,0.0,1
0.0,0.0,5.31,3.9,30.28,56.97,0.0,0.0,1
32.43,0.0,4.91,2.09,27.15,69.2,1.0,0.0,1
33.15,0.0,5.19,2.63,28.9,68.02,1.0,0.0,1
31.04,0.0,5.32,2.54,20.43,67.02,1.0,0.0,1
31.15,0.0,5.45,2.49,20.4,66.59,1.0,0.0,1
31.04,0.0,5.5,2.27,19.61,66.2,1.0,0.0,1
31.15,0.0,5.48,1.89,20.08,66.28,1.0,0.0,1
29.83,0.0,5.5,1.7,20.84,71.38,1.0,0.0,1
29.34,0.0,5.5,2.51,21.15,73.23,1.0,0.0,1
30.36,0.0,5.5,3.53,27.76,76.59,1.0,0.0,1
29.15,0.0,5.5,4.73,28.7,81.37,1.0,0.0,1
0.0,0.0,5.34,4.13,35.41,60.94,0.0,0.0,1
0.0,0.0,5.12,3.28,35.93,60.1,0.0,0.0,1
32.4,0.0,4.91,2.55,29.91,71.77,1.0,0.0,1
32.57,0.0,5.3,3.51,29.92,71.17,1.0,0.0,1
30.47,0.0,5.5,4.29,23.9,72.37,1.0,0.0,1
29.93,0.0,5.5,4.78,21.36,71.59,1.0,0.0,1
0.0,0.0,5.21,3.5,27.51,55.56,0.0,0.0,1
30.94,0.0,5.07,2.49,19.96,66.88,1.0,0.0,1
30.83,0.0,5.2,2.43,19.42,66.71,1.0,0.0,1
30.81,0.0,5.32,2.33,19.46,66.81,1.0,0.0,1
32.58,0.0,5.45,2.32,26.34,67.53,1.0,0.0,1
32.17,0.0,5.5,2.4,26.03,68.69,1.0,0.0,1
32.49,0.0,5.5,2.44,25.81,67.34,1.0,0.0,1
30.61,0.0,5.49,2.12,18.17,66.18,1.0,0.0,1
30.54,0.0,5.5,1.89,17.73,65.97,1.0,0.0,1
30.54,0.0,5.48,1.59,17.81,66.06,1.0,0.0,1
30.85,0.0,5.5,1.5,18.85,66.07,1.0,0.0,1
30.7,0.0,5.5,1.3,18.97,66.69,1.0,0.0,1
30.33,0.0,5.5,1.3,18.87,67.82,1.0,0.0,1
30.29,0.0,5.5,1.55,18.96,68.01,1.0,0.0,1
30.32,0.0,5.5,1.8,19.06,68.04,1.0,0.0,1
29.33,0.0,5.5,2.0,19.67,71.78,1.0,0.0,1
30.44,0.0,5.5,2.94,26.27,74.84,1.0,0.0,1
29.76,0.0,5.5,3.99,27.21,77.96,1.0,0.0,1
0.0,0.0,5.41,4.39,30.67,60.75,0.0,0.0,1
0.0,0.0,5.17,3.39,30.55,58.16,0.0,0.0,1
31.93,0.0,4.98,2.45,27.42,70.93,1.0,0.0,1
31.02,0.0,5.33,3.27,21.52,68.17,1.0,0.0,1
30.28,0.0,5.5,3.46,21.6,70.68,1.0,0.0,1
30.37,0.0,5.5,3.83,20.58,69.39,1.0,0.0,1
29.96,0.0,5.5,3.9,20.42,70.55,1.0,0.0,1
29.75,0.0,5.5,4.21,20.56,71.36,1.0,0.0,1
31.87,0.0,5.5,4.69,26.89,70.63,1.0,0.0,1
31.74,0.0,5.5,4.69,28.11,72.29,1.0,0.0,1
0.0,0.0,5.29,3.87,30.48,56.16,0.0,0.0,1
32.6,0.0,5.05,2.54,27.47,68.6,1.0,0.0,1
31.08,0.0,5.26,2.74,21.48,67.91,1.0,0.0,1
31.07,0.0,5.46,2.93,21.69,68.16,1.0,0.0,1
30.7,0.0,5.5,3.32,22.3,70.02,1.0,0.0,1
29.77,0.0,5.5,3.58,21.7,72.44,1.0,0.0,1
30.4,0.0,5.5,4.27,21.81,70.5,1.0,0.0,1
31.11,0.0,5.5,4.46,22.26,68.6,1.0,0.0,1
30.62,0.0,5.5,4.14,22.01,69.98,1.0,0.0,1
31.97,0.0,5.5,4.35,30.51,73.88,1.0,0.0,1
0.0,0.0,5.4,4.32,35.32,58.42,0.0,0.0,1
0.0,0.0,5.05,2.74,30.78,55.91,0.0,0.0,1
30.27,0.0,5.11,2.46,20.11,69.24,1.0,0.0,1
30.25,0.0,5.41,3.12,20.76,69.94,1.0,0.0,1
28.62,0.0,5.5,4.04,21.6,75.88,1.0,0.0,1
0.0,0.0,5.44,4.65,27.16,60.46,0.0,0.0,1
0.0,0.0,5.18,3.5,26.3,59.75,0.0,0.0,1
32.1,0.0,4.94,2.54,26.79,69.73,1.0,0.0,1
32.57,0.0,5.25,3.14,27.17,68.4,1.0,0.0,1
31.99,0.0,5.45,3.21,26.12,69.43,1.0,0.0,0
30.28,0.0,5.5,3.77,19.01,68.1,1.0,0.0,0
29.7,0.0,5.5,3.57,18.85,69.82,1.0,0.0,0
29.38,0.0,5.5,3.83,18.18,70.13,1.0,0.0,0
29.84,0.0,5.5,4.12,17.83,68.35,1.0,0.0,0
29.65,0.0,5.5,3.96,19.47,70.6,1.0,0.0,0
29.75,0.0,5.5,4.29,19.3,70.09,1.0,0.0,0
29.86,0.0,5.5,4.46,19.3,69.73,1.0,0.0,0
31.34,0.0,5.5,4.54,25.85,71.41,1.0,0.0,0
31.05,0.0,5.5,4.77,26.05,72.61,1.0,0.0,0
0.0,0.0,5.21,3.5,29.68,58.19,0.0,0.0,0
32.59,0.0,5.02,2.54,26.21,67.4,1.0,0.0,0
30.73,0.0,5.14,2.4,19.23,66.86,1.0,0.0,0
30.79,0.0,5.28,2.38,19.14,66.57,1.0,0.0,0
30.78,0.0,5.38,2.24,19.11,66.55,1.0,0.0,0
31.78,0.0,5.5,2.18,25.77,69.82,1.0,0.0,0
31.62,0.0,5.5,2.51,25.96,70.54,1.0,0.0,0
30.5,0.0,5.5,2.92,26.55,74.91,1.0,0.0,0
28.53,0.0,5.5,3.91,20.29,74.84,1.0,0.0,0
0.0,0.0,5.5,4.98,26.74,61.43,0.0,0.0,0
0.0,0.0,5.28,3.99,27.09,60.47,0.0,0.0,0
0.0,0.0,5.04,3.03,28.58,56.81,0.0,0.0,0
32.75,0.0,5.1,2.77,29.1,69.69,1.0,0.0,0
33.04,0.0,5.39,3.24,29.53,69.05,1.0,0.0,0
32.37,0.0,5.5,3.56,29.61,71.58,1.0,0.0,0
32.11,0.0,5.5,3.9,30.0,72.86,1.0,0.0,0
30.49,0.0,5.5,4.29,21.88,70.3,1.0,0.0,0
30.81,0.0,5.5,4.43,23.03,70.38,1.0,0.0,0
29.69,0.0,5.5,4.54,23.16,74.14,1.0,0.0,0
0.0,0.0,5.35,4.21,30.15,58.35,0.0,0.0,0
0.0,0.0,5.0,2.64,28.21,56.9,0.0,0.0,0
32.65,0.0,5.2,2.87,28.63,69.56,1.0,0.0,0
32.46,0.0,5.48,3.31,28.6,70.24,1.0,0.0,0
31.41,0.0,5.5,4.12,28.7,74.02,1.0,0.0,0
0.0,0.0,5.49,4.74,31.81,57.83,0.0,0.0,0
0.0,0.0,5.1,2.94,27.52,53.72,0.0,0.0,0
31.18,0.0,5.08,2.32,20.42,66.52,1.0,0.0,0
31.08,0.0,5.18,2.15,20.16,66.62,1.0,0.0,0
31.17,0.0,5.29,2.06,20.68,66.8,1.0,0.0,0
31.39,0.0,5.5,2.68,25.81,71.22,1.0,0.0,0
29.86,0.0,5.5,3.08,19.54,69.98,1.0,0.0,0
28.93,0.0,5.5,3.45,19.76,73.11,1.0,0.0,0
28.28,0.0,5.5,4.31,20.18,75.48,1.0,0.0,0
0.0,0.0,5.37,4.18,26.49,60.68,0.0,0.0,0
0.0,0.0,5.13,3.23,30.32,58.76,0.0,0.0,0
31.97,0.0,4.97,2.46,26.75,70.13,1.0,0.0,0
32.32,0.0,5.3,3.16,26.48,68.6,1.0,0.0,0
31.59,0.0,5.5,3.34,26.37,71.08,1.0,0.0,0
30.22,0.0,5.5,3.7,19.44,68.74,1.0,0.0,0
29.91,0.0,5.5,3.67,20.19,70.49,1.0,0.0,0
30.43,0.0,5.5,4.03,21.28,69.9,1.0,0.0,0
29.81,0.0,5.5,4.15,21.53,72.13,1.0,0.0,0
31.0,0.0,5.5,4.7,21.15,67.88,1.0,0.0,0
29.75,0.0,5.5,4.16,21.88,72.68,1.0,0.0,0
0.0,0.0,5.49,4.74,33.36,57.3,0.0,0.0,0
0.0,0.0,5.08,2.85,33.88,55.12,0.0,0.0,0
32.67,0.0,5.17,2.58,27.93,68.8,1.0,0.0,0
32.56,0.0,5.41,2.89,27.89,69.16,1.0,0.0,0
30.36,0.0,5.5,3.28,20.5,69.33,1.0,0.0,0
30.43,0.0,5.5,3.45,20.6,69.19,1.0,0.0,0
30.54,0.0,5.5,3.54,20.22,68.47,1.0,0.0,0
30.53,0.0,5.5,3.45,20.13,68.4,1.0,0.0,0
30.05,0.0,5.5,3.37,20.36,70.19,1.0,0.0,0
30.28,0.0,5.39,1.96,21.36,70.45,1.0,0.0,1
30.56,0.0,5.5,2.56,22.0,70.18,1.0,0.0,1
28.97,0.0,5.5,2.95,20.11,73.34,1.0,0.0,1
29.55,0.0,5.5,3.98,27.09,78.53,1.0,0.0,1
0.0,0.0,5.46,4.4,30.21,61.37,0.0,0.0,1
0.0,0.0,5.38,3.62,25.26,60.02,0.0,0.0,1
0.0,0.0,5.38,2.62,25.07,57.0,0.0,0.0,1
32.09,0.0,5.4,2.92,24.79,69.17,1.0,0.0,1
30.74,0.0,5.37,3.28,17.29,66.97,1.0,0.0,1
30.08,0.0,5.29,3.06,16.81,67.63,1.0,0.0,1
29.97,0.0,5.49,2.93,17.64,68.5,1.0,0.0,1
29.77,0.0,5.37,3.03,17.88,68.66,1.0,0.0,1
30.38,0.0,5.5,3.18,18.57,67.91,1.0,0.0,1
30.29,0.0,5.43,3.06,16.84,68.61,1.0,0.0,1
29.65,0.0,5.47,3.13,25.17,70.48,1.0,0.0,1
31.04,0.0,5.49,3.66,30.8,72.35,1.0,0.0,1
30.86,0.0,5.5,4.22,26.76,73.01,1.0,0.0,1
0.0,0.0,5.5,4.78,26.99,58.65,0.0,0.0,1
0.0,0.0,5.5,3.15,19.29,56.08,0.0,0.0,1
30.47,0.0,5.5,2.28,18.59,67.92,1.0,0.0,1
30.81,0.0,5.5,2.65,18.43,66.32,1.0,0.0,1
30.37,0.0,5.5,3.23,17.74,66.53,1.0,0.0,1
30.32,0.0,5.5,2.77,17.26,66.21,1.0,0.0,0
30.79,0.0,5.49,2.36,18.86,66.28,1.0,0.0,0
30.03,0.0,5.5,2.08,19.16,69.07,1.0,0.0,0
29.15,0.0,5.5,2.44,19.62,72.31,1.0,0.0,0
30.54,0.0,5.5,3.41,26.0,74.24,1.0,0.0,0
30.18,0.0,5.5,4.32,26.92,76.33,1.0,0.0,0
0.0,0.0,5.35,4.1,30.33,61.23,0.0,0.0,0
0.0,0.0,5.15,3.38,30.14,60.22,0.0,0.0,0
0.0,0.0,4.9,2.53,30.55,57.13,0.0,0.0,0
30.72,0.0,5.0,2.47,20.44,68.1,1.0,0.0,0
30.73,0.0,5.24,2.83,20.28,67.88,1.0,0.0,0
30.76,0.0,5.44,3.03,19.79,67.32,1.0,0.0,0
29.52,0.0,5.5,3.07,20.5,72.03,1.0,0.0,0
29.85,0.0,5.5,3.79,20.45,70.94,1.0,0.0,0
32.14,0.0,5.5,4.2,26.66,69.47,1.0,0.0,0
31.48,0.0,5.5,4.03,26.9,71.97,1.0,0.0,0
31.03,0.0,5.5,4.44,26.88,73.48,1.0,0.0,0
0.0,0.0,5.41,4.48,30.17,57.73,0.0,0.0,0
0.0,0.0,5.03,2.72,26.37,55.29,0.0,0.0,0
30.61,0.0,5.12,2.53,20.34,68.35,1.0,0.0,0
30.53,0.0,5.37,2.94,20.38,68.66,1.0,0.0,0
31.32,0.0,5.5,3.47,20.92,66.54,1.0,0.0,0
31.37,0.0,5.45,2.83,21.06,66.53,1.0,0.0,0
31.36,0.0,5.47,2.43,20.64,66.15,1.0,0.0,0
33.25,0.0,5.44,1.94,28.75,67.5,1.0,0.0,0
32.6,0.0,5.5,2.01,29.35,70.48,1.0,0.0,0
32.12,0.0,5.5,2.41,30.28,73.12,1.0,0.0,0
30.09,0.0,5.5,3.15,23.01,72.71,1.0,0.0,0
29.25,0.0,5.5,3.9,22.01,74.38,1.0,0.0,0
0.0,0.0,5.5,4.86,28.01,60.69,0.0,0.0,0
0.0,0.0,5.24,3.67,28.38,59.79,0.0,0.0,0
0.0,0.0,4.96,2.58,32.44,59.26,0.0,0.0,0
32.49,0.0,5.3,3.44,28.78,70.32,1.0,0.0,0
30.44,0.0,5.5,4.06,29.36,77.94,1.0,0.0,0
0.0,0.0,5.43,4.61,32.63,55.38,0.0,0.0,0
33.14,0.0,4.99,2.5,28.81,67.97,1.0,0.0,0
31.41,0.0,5.14,2.46,21.87,67.2,1.0,0.0,0
31.39,0.0,5.29,2.47,21.71,67.09,1.0,0.0,0
31.51,0.0,5.43,2.42,21.63,66.61,1.0,0.0,0
31.47,0.0,5.49,2.16,21.63,66.73,1.0,0.0,0
31.12,0.0,5.5,2.1,21.44,67.76,1.0,0.0,0
30.65,0.0,5.5,2.12,21.72,69.59,1.0,0.0,0
31.61,0.0,5.5,2.58,28.36,72.99,1.0,0.0,0
31.89,0.0,5.5,3.35,30.77,74.44,1.0,0.0,0
32.36,0.0,5.5,4.19,30.96,72.95,1.0,0.0,0
32.99,0.0,5.5,4.66,30.75,70.45,1.0,0.0,0
30.95,0.0,5.5,4.4,21.97,68.85,1.0,0.0,0
30.55,0.0,5.5,4.16,21.65,69.88,1.0,0.0,0
30.83,0.0,5.5,4.24,21.74,69.03,1.0,0.0,0
30.37,0.0,5.5,4.09,21.71,70.51,1.0,0.0,0
30.75,0.0,5.5,4.32,22.12,69.68,1.0,0.0,0
30.16,0.0,5.5,4.31,22.24,71.73,1.0,0.0,0
30.13,0.0,5.5,4.72,27.22,76.79,1.0,0.0,0
0.0,0.0,5.3,4.06,30.36,60.04,0.0,0.0,0
0.0,0.0,5.03,2.94,30.51,58.27,0.0,0.0,0
32.11,0.0,5.14,2.95,27.51,70.4,1.0,0.0,0
32.09,0.0,5.46,3.6,27.23,70.18,1.0,0.0,0
30.9,0.0,5.5,4.36,27.28,74.33,1.0,0.0,0
0.0,0.0,5.42,4.47,25.47,56.2,0.0,0.0,0
30.54,0.0,4.98,2.43,18.15,66.41,1.0,0.0,0
30.42,0.0,5.08,2.28,18.13,66.77,1.0,0.0,0
30.31,0.0,5.23,2.31,18.55,67.56,1.0,0.0,0
30.0,0.0,5.43,2.58,17.71,67.7,1.0,0.0,0
30.43,0.0,5.5,3.01,19.3,67.92,1.0,0.0,0
30.6,0.0,5.5,2.99,25.84,73.88,1.0,0.0,0
31.34,0.0,5.5,3.9,25.83,71.4,1.0,0.0,0
31.42,0.0,5.5,4.25,25.95,71.24,1.0,0.0,0
29.33,0.0,5.5,4.48,19.47,71.6,1.0,0.0,0
0.0,0.0,5.41,4.39,25.43,58.46,0.0,0.0,0
0.0,0.0,5.06,2.8,25.25,55.61,0.0,0.0,0
30.57,0.0,5.13,2.55,19.01,67.15,1.0,0.0,0
30.65,0.0,5.3,2.62,19.23,67.12,1.0,0.0,0
30.59,0.0,5.44,2.64,18.83,66.92,1.0,0.0,0
30.24,0.0,5.5,2.64,18.87,68.11,1.0,0.0,0
31.14,0.0,5.5,2.78,25.61,71.86,1.0,0.0,0
30.88,0.0,5.5,3.39,26.03,73.15,1.0,0.0,0
30.31,0.0,5.5,4.12,26.53,75.53,1.0,0.0,0
0.0,0.0,5.41,4.37,29.96,60.25,0.0,0.0,0
0.0,0.0,5.14,3.22,26.74,58.92,0.0,0.0,0
30.05,0.0,5.08,2.78,21.01,70.84,1.0,0.0,0
30.59,0.0,5.45,3.72,20.27,68.35,1.0,0.0,0
31.79,0.0,5.5,4.04,29.97,73.97,1.0,0.0,0
31.61,0.0,5.5,4.73,28.86,73.51,1.0,0.0,0
0.0,0.0,5.17,3.25,33.28,55.03,0.0,0.0,0
32.86,0.0,5.03,2.25,29.43,69.63,1.0,0.0,0
31.28,0.0,5.33,2.8,21.86,67.62,1.0,0.0,0
30.56,0.0,5.5,2.86,22.43,70.59,1.0,0.0,0
31.58,0.0,5.5,3.31,22.88,67.61,1.0,0.0,0
30.77,0.0,5.5,2.98,22.84,70.32,1.0,0.0,0
30.57,0.0,5.5,3.32,21.53,69.69,1.0,0.0,0
30.5,0.0,5.5,3.53,21.51,69.87,1.0,0.0,0
31.36,0.0,5.5,3.79,28.44,73.92,1.0,0.0,0
31.75,0.0,5.5,4.54,28.35,72.48,1.0,0.0,0
0.0,0.0,5.38,4.2,31.27,57.43,0.0,0.0,0
32.93,0.0,4.98,2.43,28.11,68.04,1.0,0.0,0
31.17,0.0,5.15,2.46,20.64,66.76,1.0,0.0,0
31.21,0.0,5.26,2.33,20.54,66.53,1.0,0.0,0
31.21,0.0,5.34,2.13,20.56,66.58,1.0,0.0,0
31.18,0.0,5.43,2.0,20.89,66.99,1.0,0.0,0
29.87,0.0,5.5,2.12,21.54,71.97,1.0,0.0,0
29.5,0.0,5.5,2.94,21.78,73.37,1.0,0.0,0
30.65,0.0,5.5,3.94,28.74,76.62,1.0,0.0,0
0.0,0.0,5.45,4.59,31.67,60.75,0.0,0.0,0
0.0,0.0,5.2,3.53,31.94,58.75,0.0,0.0,0
33.11,0.0,4.88,2.2,31.47,70.77,1.0,0.0,0
33.21,0.0,5.23,2.98,31.51,70.41,1.0,0.0,0
30.34,0.0,5.5,3.51,22.42,71.32,1.0,0.0,0
30.26,0.0,5.5,3.99,22.19,71.35,1.0,0.0,0
30.59,0.0,5.5,4.4,21.77,69.86,1.0,0.0,0
30.27,0.0,5.5,4.42,22.07,71.21,1.0,0.0,0
30.51,0.0,5.5,4.73,22.11,70.46,1.0,0.0,0
0.0,0.0,5.43,4.45,28.05,59.09,0.0,0.0,0
0.0,0.0,5.1,2.99,30.46,57.45,0.0,0.0,0
32.3,0.0,5.17,2.82,26.62,68.83,1.0,0.0,0
31.96,0.0,5.42,3.12,26.31,69.73,1.0,0.0,0
31.3,0.0,5.5,3.82,26.91,72.61,1.0,0.0,0
29.4,0.0,5.5,4.33,19.47,71.36,1.0,0.0,0
29.55,0.0,5.5,4.75,18.68,70.1,1.0,0.0,0
0.0,0.0,5.28,3.75,24.58,55.68,0.0,0.0,0
30.49,0.0,5.06,2.47,18.04,66.44,1.0,0.0,0
30.33,0.0,5.16,2.32,16.87,65.79,1.0,0.0,0
30.76,0.0,5.15,1.9,18.6,66.13,1.0,0.0,0
30.38,0.0,5.22,1.73,19.42,68.2,1.0,0.0,0
30.13,0.0,5.47,2.27,19.62,69.19,1.0,0.0,0
30.13,0.0,5.5,3.32,26.32,75.9,1.0,0.0,0
29.39,0.0,5.5,4.48,27.02,78.94,1.0,0.0,0
0.0,0.0,5.35,4.15,30.77,60.94,0.0,0.0,0
0.0,0.0,5.12,3.29,31.09,59.86,0.0,0.0,0
31.81,0.0,4.97,2.67,27.48,71.43,1.0,0.0,0
31.99,0.0,5.35,3.6,27.51,70.82,1.0,0.0,0
29.81,0.0,5.5,4.34,21.02,71.63,1.0,0.0,0
30.2,0.0,5.5,4.79,21.71,71.07,1.0,0.0,0
0.0,0.0,5.1,2.94,28.37,55.73,0.0,0.0,0
31.28,0.0,5.13,2.54,21.67,67.43,1.0,0.0,0
31.33,0.0,5.31,2.62,21.63,67.23,1.0,0.0,0
31.47,0.0,5.45,2.59,21.89,66.99,1.0,0.0,0
32.96,0.0,5.5,2.58,29.89,69.71,1.0,0.0,0
33.14,0.0,5.5,2.72,29.94,69.11,1.0,0.0,0
32.66,0.0,5.5,2.69,28.26,69.19,1.0,0.0,0
31.29,0.0,5.5,2.66,20.84,66.57,1.0,0.0,0
31.26,0.0,5.5,2.26,20.47,66.31,1.0,0.0,0
30.93,0.0,5.5,1.93,20.55,67.49,1.0,0.0,0
31.18,0.0,5.5,1.94,20.47,66.59,1.0,0.0,0
31.08,0.0,5.5,1.72,20.54,66.99,1.0,0.0,0
30.84,0.0,5.5,1.65,20.63,67.87,1.0,0.0,0
30.87,0.0,5.5,1.81,20.56,67.72,1.0,0.0,0
32.1,0.0,5.5,1.9,27.36,70.26,1.0,0.0,0
31.66,0.0,5.5,2.32,27.53,72.0,1.0,0.0,0
31.0,0.0,5.5,2.98,27.71,74.41,1.0,0.0,0
30.21,0.0,5.5,3.93,28.17,77.5,1.0,0.0,0
0.0,0.0,5.42,4.44,32.12,60.17,0.0,0.0,0
0.0,0.0,5.15,3.26,28.07,60.12,0.0,0.0,0
30.61,0.0,4.96,2.61,21.82,69.84,1.0,0.0,0
30.54,0.0,5.29,3.34,21.63,69.88,1.0,0.0,0
31.36,0.0,5.5,4.08,22.45,67.93,1.0,0.0,0
30.88,0.0,5.5,3.66,22.84,69.97,1.0,0.0,0
32.22,0.0,5.5,3.91,30.0,72.51,1.0,0.0,0
32.04,0.0,5.5,4.36,30.85,73.97,1.0,0.0,0
0.0,0.0,5.4,4.32,32.48,57.11,0.0,0.0,0
32.34,0.0,5.01,2.5,29.76,71.82,1.0,0.0,0
31.18,0.0,5.38,3.42,22.39,68.48,1.0,0.0,0
30.0,0.0,5.5,3.71,20.19,70.19,1.0,0.0,0
29.67,0.0,5.5,3.99,19.67,70.72,1.0,0.0,0
29.34,0.0,5.5,4.34,19.9,72.0,1.0,0.0,0
0.0,0.0,5.5,4.87,25.83,58.82,0.0,0.0,0
0.0,0.0,5.14,3.2,29.91,56.53,0.0,0.0,0
32.34,0.0,5.12,2.66,25.78,67.85,1.0,0.0,0
32.43,0.0,5.3,2.71,25.35,67.1,1.0,0.0,0
30.38,0.0,5.38,2.44,17.35,66.12,1.0,0.0,0
30.38,0.0,5.4,2.12,17.39,66.16,1.0,0.0,0
30.25,0.0,5.45,1.91,17.44,66.63,1.0,0.0,0
30.42,0.0,5.5,2.08,19.47,68.1,1.0,0.0,0
29.49,0.0,5.5,2.23,19.7,71.3,1.0,0.0,0
28.83,0.0,5.5,2.97,20.39,74.04,1.0,0.0,0
28.28,0.0,5.5,4.04,20.64,75.96,1.0,0.0,0
0.0,0.0,5.44,4.72,30.32,60.86,0.0,0.0,0
0.0,0.0,5.21,3.66,30.56,57.65,0.0,0.0,0
32.14,0.0,4.99,2.55,27.16,69.95,1.0,0.0,0
32.67,0.0,5.31,3.18,26.61,67.51,1.0,0.0,0
32.39,0.0,5.43,2.93,26.57,68.45,1.0,0.0,0
30.46,0.0,5.5,3.11,20.09,68.59,1.0,0.0,0
30.02,0.0,5.5,3.15,20.3,70.23,1.0,0.0,0
29.66,0.0,5.5,3.53,20.14,71.22,1.0,0.0,0
29.96,0.0,5.5,4.04,20.17,70.3,1.0,0.0,0
30.22,0.0,5.5,4.28,20.12,69.41,1.0,0.0,0
29.21,0.0,5.5,4.27,20.23,72.74,1.0,0.0,0
0.0,0.0,5.41,4.35,30.24,58.38,0.0,0.0,0
0.0,0.0,5.05,2.75,30.52,56.38,0.0,0.0,0
33.12,0.0,5.14,2.59,28.99,68.21,1.0,0.0,0
31.33,0.0,5.33,2.66,21.47,67.06,1.0,0.0,0
31.39,0.0,5.45,2.55,21.63,67.0,1.0,0.0,0
31.52,0.0,5.5,2.5,21.45,66.38,1.0,0.0,0
31.42,0.0,5.48,2.06,21.55,66.84,1.0,0.0,0
30.96,0.0,5.5,2.09,22.12,68.96,1.0,0.0,0
30.66,0.0,5.5,2.36,22.67,70.52,1.0,0.0,0
30.23,0.0,5.5,2.86,21.54,70.79,1.0,0.0,0
31.47,0.0,5.5,3.37,28.6,73.73,1.0,0.0,0
30.46,0.0,5.5,4.14,29.13,77.64,1.0,0.0,0
0.0,0.0,5.38,4.25,32.06,60.48,0.0,0.0,0
0.0,0.0,5.13,3.21,32.17,60.45,0.0,0.0,0
0.0,0.0,4.9,2.52,32.53,58.88,0.0,0.0,0
31.13,0.0,5.27,3.42,22.56,68.84,1.0,0.0,0
30.67,0.0,5.5,3.73,22.33,70.14,1.0,0.0,0
30.24,0.0,5.5,3.94,21.69,70.91,1.0,0.0,0
30.59,0.0,5.5,4.28,21.82,69.9,1.0,0.0,0
29.86,0.0,5.5,4.33,22.04,72.49,1.0,0.0,0
0.0,0.0,5.44,4.5,28.3,60.39,0.0,0.0,0
0.0,0.0,5.17,3.36,28.74,57.44,0.0,0.0,0
33.14,0.0,4.96,2.28,30.97,70.14,1.0,0.0,0
32.85,0.0,5.27,2.89,29.21,69.43,1.0,0.0,0
31.6,0.0,5.5,3.31,29.51,74.17,1.0,0.0,0
30.16,0.0,5.5,4.14,22.87,72.34,1.0,0.0,0
30.27,0.0,5.5,4.69,22.37,71.51,1.0,0.0,0
0.0,0.0,5.3,3.92,28.43,57.51,0.0,0.0,0
31.39,0.0,4.92,2.22,21.81,67.28,1.0,0.0,0
31.53,0.0,5.1,2.34,21.53,66.46,1.0,0.0,0
31.53,0.0,5.17,2.08,21.41,66.3,1.0,0.0,0
30.71,0.0,5.2,1.79,19.05,66.74,1.0,0.0,0
30.41,0.0,5.34,1.89,18.34,67.02,1.0,0.0,0
30.84,0.0,5.5,2.08,26.76,74.02,1.0,0.0,0
30.78,0.0,5.5,3.11,26.6,74.05,1.0,0.0,0
30.15,0.0,5.5,4.01,26.8,76.32,1.0,0.0,0
0.0,0.0,5.43,4.55,29.41,60.51,0.0,0.0,0
0.0,0.0,5.18,3.44,29.42,58.3,0.0,0.0,0
31.56,0.0,5.06,2.7,26.37,71.15,1.0,0.0,0
30.17,0.0,5.43,3.59,19.1,68.56,1.0,0.0,0
29.87,0.0,5.5,4.04,18.16,68.56,1.0,0.0,0
29.77,0.0,5.5,3.92,17.28,68.02,1.0,0.0,0
30.24,0.0,5.5,3.74,19.28,68.51,1.0,0.0,0
29.4,0.0,5.5,3.64,19.31,71.21,1.0,0.0,0
29.76,0.0,5.5,4.16,18.84,69.62,1.0,0.0,0
29.61,0.0,5.5,4.26,18.99,70.24,1.0,0.0,0
31.22,0.0,5.5,4.49,25.67,71.65,1.0,0.0,0
31.49,0.0,5.5,4.78,25.73,70.76,1.0,0.0,0
0.0,0.0,5.24,3.54,29.07,55.75,0.0,0.0,0
32.29,0.0,5.1,2.54,25.85,68.1,1.0,0.0,0
